content,labels
"ஆட்சி மாறினாலும்,காட்சி மாறவில்லை..

#திணறும்_தலைநகரம் 
 #ChennaiRains 
#DMKFails 
#Admkfails
50 ஆண்டுகால திராவிட ஆட்சி
 இதுவே சாட்சி

அவலங்கள் தொடர் கதை❤🖤
 
#விடியா_அரசு
#திருட்டு_திமுக
#சாத்தானின்_ஆட்சி
#DMKFailsTN

#திராவிடமாடல்பரிதாபங்கள் ",Neutral
"விடியா அரசின் சாதனைகளில் இதுவும் ஒன்றா?  

#DMKFailsTN #விடியா_அரசு ",Neutral
"ராமர் என ஒருவர் இருந்தால், இந்த முறை பாஜக ஒரு இடத்தில் கூட ஜெயிக்காது"" - சீமான்  

#Seeman | #NTK | #BJP | #LokSabhaElection2024 ",Negative
"தமிழகத்தை வஞ்சித்து வரும் திருட்டு திமுக மாடல் அரசு தமிழகத்திற்கு செய்த பல சோதனைகள்...

#DmkFailsTN
#ஒற்றைவிரலால்_ஓங்கிஅடிப்போம் 
#வெல்லட்டும்_இரட்டைஇலை ",Negative
"தி.மு.க. அமைச்சர்கள் அனைவரும் ஊழல்வாதிகள்: பாரிவேந்தர் சாடல்

#Parlimentelection #BJP #Parivendhar #DMK #MKStalin #Maalaimalar",Opinionated
"""அரசியல் என்பது மக்களை வைத்து பிழைக்க அல்ல.
மக்களுக்காக உழைக்க""

நமது சின்னம்
#ஒலிவாங்கி (மைக்)

#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople

#Say_No_To_ABCD ",Neutral
"‘செத்தாலும் இங்கதான் இருப்பேன்’.. பாஜகவில் இருந்து விலகி நாம் தமிழர் கட்சியில் சேர்ந்தது ஏன்? - வீரப்பன் மகள் வித்யா விளக்கம்
#Krishnagiri | #VidyaVeerappan | #NTK | #Seeman |  #PMK | #EPS | #ParliamentElection | #Election2024 | #Nomination | #Election | #ElectionRules | #ElectionUpdate | #ElectionUpdateWithPolimerNew",Neutral
"பசிக்குதா? ஒரு மந்திரம் இருக்கு!
#NTK |#Seeman |#IndiaElections2024 |#Elections |#GeneralElections2024 |#ElectionCampaign
 ",Sarcastic
"#சீமானின்_சின்னம்_ஒலிவாங்கி #Seeman #Seeman2024 #Seeman4TN #Seemanism #சீமானிசம் #SEEMAN2024ELECTION #மக்கள்-தலைவன்-சீமான்  #IndianFederalFront

தேர்தல் ஆணையம் சீமானுக்கு செய்த அநீதி | Journalist Ayyanathan  via ",Opinionated
"தற்போது சாத்தூர் 1 ஆலங்குளம் பகுதியில் நமது வேட்பாளர் பரப்புரையில்....

#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் #நமது_சின்னம்_மைக் 

#விருதுநகர் #கெளஷிக் ",Opinionated
" அவன் அரசன் தான்🖤❤️

#DMK #Vote4DMK #Vote4India ",Opinionated
"நம்மிலிருந்து, நம் மக்களுக்கு ஒரு செருப்படி கேள்வி👌💯

நம் சொந்த சொத்தான இயற்கை வளங்களை காக்க வேண்டியது நம் தலையாய கடமை ✊

திருந்த வேண்டியது மக்களாகிய நாம்தான்...

#மக்களின்_சின்னம்_மைக் #மக்களின்_சின்னம்_ஒலிவாங்கி #Mike_TheVoiceOfPeople ",Positive
"மனிதநேய மக்களாட்சி தொய்வின்றி தொடர… நீங்கள் செய்ய வேண்டியது இதுதான் ; கதிர் ஆனந்த் வாக்குசேகரிப்பு...!!

#UpdateNews | #KathirAnand | #DMK | #ManithaneyaMakkalKatchi | #MKStalin | #UdhayanidhiStalin | #ElectionCampaign | #TamilNews | #UpdateNews360
",Sarcastic
" #விசில்போடு_மைக்லஓட்டபோடு🎙️ #மக்களின்_சின்னம்_மைக் 
#Mike_VoiceOfPeople

வெசம் வேணுமா ஊபிஸ் 😂 ",Sarcastic
"பாசிசத்திற்கு எதிரான
பாசத் தலைவர்கள்!

மக்கள் விரோத கும்பலை விரட்டியடிக்கும்
மகத்தான தலைவர்கள்!!
  
#mkstalin #Rahulgandhi 
#Vote4INDIA #KovaiRising ",Opinionated
"கோவை தொகுதி திமுக வேட்பாளர் கணபதி ப.ராஜ்குமார் படித்தவர், பண்பாளர். மேயராக இருந்து கோவையின் வளர்ச்சிக்கு பாடுபட்டவர். இவர் பெரிய ஆள் என்று சொல்வதைவிட சாதாரண ஆள் என்பதுதான் பெருமை! - ம.நீ.ம தலைவர் கமல் ஹாசன்

#GPR4CBE #GanapathiPRajkumar #MKStalin #VoteForDMK #Vote4INDIA ",Positive
"#Watch | பேவர் ப்ளாக் கற்களை அடுக்கி சாலை அமைத்து வாக்கு சேகரித்த ஆரணி அதிமுக வேட்பாளர் கஜேந்திரன்! 

#SunNews | #ADMK | #Arani | #ElectionsWithSunNews ",Neutral
